thumb,url,text,likes,comments,shares,sentiment
,https://www.facebook.com/didmusbarasamutua/posts/pfbid04PNqpQgyN8BjQ732E7koxUCsdTyHZL4uzpaTG5w2Gpgb4HhPSHs2dwktnakcfEiPl,"The renovation of St. John's Buko Primary School stands as a significant accomplishment for both the students and the entire community. The school, once housed in a dilapidated structure with aging iron sheets, now boasts a rejuvenated appearance. In the upcoming phase, our plans include the installation of cabros and the replacement of the outdated school gate.
#Bungoma1",42.0,6.0,0.0,POS
,https://www.facebook.com/didmusbarasamutua/videos/1635990046875314/,LAUNCH OF DEVELOPMENT WEB SERVICES CENTRE,75.0,4.0,1.0,NEU
,https://www.facebook.com/events/1317072305583035/,,20.0,0.0,0.0,
,https://www.facebook.com/didmusbarasamutua/posts/pfbid037Pg4QBorLjiRaC7H5FEW41WbVidYfiE2sqqYMk1qLaqsijHSayWSfZjuZyVEPTpYl,"Chelsea Football Club is 10 times better than Manchester United.

#bungoma1",1128.0,239.0,1.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid02tAoRnHhXAkRny1puijK25YhSWpDkWeBwkn9p6YREwqwhxYLgo3Etjno1VN5LTjFTl,"Nasianda Primary, Nasianda Secondary and the community at large  are now smiling after we drilled water and fixed Solar pump system through the Didmus Wa Barasa Foundation water project .

This project has ensured availability of clean water in the area for Wananchi.

#Bungoma1",92.0,10.0,1.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0Kke7T9SbwwougGoorGLBWau7ruKseCk9ZoCpvsXnq9jHE22rBLiLyjufVtNgEjNGl,"Suleiman Murunga Primary School is on the brink of a transformative journey, replacing its old, muddy structure with a modern one-storey building. Housing eight classrooms and an office, this upgrade promises a revitalized school environment, set to inspire students to excel even further in their pursuits.
#Bungoma1",479.0,87.0,1.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid02XLifCNpbYUHo4fZmCD178JjwmXhCdDgNHXX6wAZoZMLen9H34xukqBz4gsqh52afl,"Kimilili DEB Primary School proudly unveils a new, single-storey building featuring eight modern classrooms. This investment in education ensures a safe and conducive learning environment, solidifying our commitment to securing a brighter future for our children.
#Bungoma1",93.0,12.0,8.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid025rESnfDhH4KhSSaNDZd3HEGEamNMpTGwCdjQqbwkqUPC8RVozh46GnqdL7MT9SMxl,"Education is the cornerstone of progress and the foundation of a thriving society. It empowers individuals, drives innovation, and shapes a brighter future for generations to come.

This is Kibingei FYM primary school With Six(6) New modern classrooms constructed to create a conducive environment for learning and safety for learners.

#Bungoma1",60.0,10.0,0.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0M5CNoDWcjbxcT5MWk5uDvca2PYL4FUvDzHtJ8MCvZCxacw2kobtuQYiDS9GJ9L1Wl,"Thank you my people for the love and support. Your love is the one propelling me forward.

#Bungoma1",170.0,12.0,2.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0RhCVdoGeo4JYWF58pkb5Hm5rEKjpVgZo4LHousD96ix8Rxgf1UhQ1Jx1x6vczLJpl,"The construction of Kimilili-khwiroro-chebukwabi road has open up avenues for business and ensures smooth transportation, propelling the area towards a thriving future.

#Bungoma1",286.0,51.0,2.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid02NmbSfqGVcAs7yZYuw9tzsYPbPmCvZbtPSJd9oS1viNupDh8y5WZwLxreWYKkK2Cjl,"Eight new classrooms now stand at Namakhele Primary School, a testament to our commitment to quality education. These functional spaces signal a significant step forward, providing an enriched learning environment for all. This achievement is a testament to collective effort, promising a lasting impact on generations to come.
#Bungoma1",102.0,17.0,2.0,POS
,https://www.facebook.com/didmusbarasamutua/videos/705486287582209/,KENYA KWANZA BRIGADE IN LANG'ATA ATTENDING CHURCH SERVICE,73.0,6.0,1.0,NEU
,https://www.facebook.com/events/204893912610233/,,33.0,3.0,0.0,
,https://www.facebook.com/didmusbarasamutua/videos/1043203466877963/,POLITRACK MPs RATINGS,58.0,10.0,1.0,NEU
,https://www.facebook.com/events/310466545261992/,,18.0,1.0,0.0,
,https://www.facebook.com/didmusbarasamutua/posts/pfbid02a1FXs9mhBpWXSUvoGm2nKbubkxk16rKRTtkDMJGjcqWLusVMem2E6YAghoeXKC2Xl,"After a busy day, I had the pleasure of meeting the jubilant people of Kimilili Town, Kimilili Ward. Their boundless love and support continue to be my greatest source of strength and inspiration.
#Bungoma1",568.0,77.0,7.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid031W4izEzpQ4VErFRktsX3vHzY1Xb5mhf3TEqZfZB4WFcY5oGHB4JBXZCA8dpGXQm9l,Manchester United 😂😂,223.0,46.0,0.0,NEU
,https://www.facebook.com/didmusbarasamutua/videos/329918252907162/,,163.0,4.0,1.0,
,https://www.facebook.com/didmusbarasamutua/videos/618073463732151/,BURIAL SERVICE OF ERNEST WAFULA FAMOUSLY KNOWN AS  Communicado,117.0,16.0,11.0,NEU
,https://www.facebook.com/events/305231445471407/,,18.0,2.0,0.0,
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0M9M6n9q9rQZxcVNS4KA6FGZS4Lz7cNJV2zBoiww8nV4HYEh3eUXVhvuzSMdFYEwyl,"Attended the burial of the late Mama Joyna Mukhwana Wenani in Chesamisi, Kamukuywa ward, Kimilili constituency. Together With the church and fellow mourners, we extended our heartfelt condolences to the grieving family. Together, we sought solace in collective prayer, imploring God for comfort during this trying period. May the departed soul find eternal peace.",116.0,7.0,2.0,POS
,https://www.facebook.com/didmusbarasamutua/videos/656101446299635/,,51.0,1.0,1.0,
,https://www.facebook.com/didmusbarasamutua/videos/2022233208127888/,ATTENDING BURIAL OF MAMA JOYNA MUKHWANA WENANI,104.0,23.0,1.0,NEU
,https://www.facebook.com/events/148461174957437/,,17.0,1.0,0.0,
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0eVHGMh49EAmGg7Fsz54o6XLE9goGyEhoprb3uUqYK6iNhmErVkMC7p11nhJbTHbCl,"Kimilili RC girls Primary School celebrates a monumental leap forward with the completion of a modern, single-story building housing eight spacious classrooms. This milestone marks the retirement of older, unsafe structures, ensuring a secure and nurturing environment for every student. 
The future holds boundless possibilities for generations of learners who will thrive in this inspiring space.
#Bungoma1",893.0,149.0,23.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid02A4KMMd3zBUWMdU7VtT2fGKKJk5uV7oSrWAt6S2MtApnoTV5k7bB1rM1rbf7VK2Ayl,"Promise made, promise kept.

#Bungoma1",150.0,14.0,10.0,NEU
,https://www.facebook.com/didmusbarasamutua/posts/pfbid026dSoGZgPcyKtc52MaHgijCteMkQZV5DtUwn3oNUW7CvUvdNMNEu8TYATqyqvvCxJl,"My ITINERARY this SATURDAY 30|SEPTEMBER |2023

#BUNGOMA001",109.0,14.0,1.0,NEU
,https://www.facebook.com/didmusbarasamutua/posts/pfbid025rtT5skLr48WjBwcAYNJpLMKyt7znJ8XD1ees2X9L6VaGAGRdyaK92Ex4qmHm9Gjl,"This evening, we facilitated the construction of a house to Mama Grace Wangila from Karima Sub - Location, Mbakalo ward in Tongaren Constituency , after she requested us through her area MCA.

 Grace was living in a pathetic grass - thatched house that could not let her have good sleep. In few days she will have the house completed.

#Bungoma1",1442.0,442.0,8.0,NEU
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0hXz1AqrbAk4tZKApaVDmNZVYkCRbDkbDCjeQZniSYGbCf4kpPMYRjG4biCeYwLtol,"Kimilili's well-maintained roads are a strong draw for investors, both local and global. Despite seasonal challenges elsewhere, the Maeni road to Nasusi stands out, reflecting the area's commitment to top-notch infrastructure.
#Bungoma1",140.0,27.0,0.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0CfTvdLWEUgRrDDhUHNLoRkWN2uWx9QVbEEUzso2xuWR7Bf6VwKVKYmw6EqgrsgVal,"Kamusinde RC Primary School proudly unveils its new one-story building, featuring eight modern classrooms. This upgrade exemplifies our dedication to providing a safe and enriching learning space, setting the stage for a brighter educational future.
#HapaKaziTu
#KimililiPeopleFirst
#bungoma1",84.0,14.0,0.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid02TXgGQBEkXM3UcmLGnt4q5ciNFBRF6UXkweN3t3PeYStAmyFumbH6pm4udr9t5TtGl,"Join us for The STATE OF THE NATION Talk,  tomorrow 28th September 2023 On Citizen TV Kenya from 6:30 AM.

#daybreak",121.0,19.0,1.0,NEU
,https://www.facebook.com/didmusbarasamutua/posts/886140079537676,The president's working party on Education should refund all monies they drew for doing a shoddy job and DPP should consider prosecuting them.......,221.0,46.0,0.0,NEG
,https://www.facebook.com/didmusbarasamutua/posts/885994229552261,"Eliminating GRASS-THATCHED houses & providing over 7000 households with better housing is a commendable accomplishment. It's fulfilling that Kibingei, Maeni, Kimilili & Kamukuywa WARDS have seen the positive impact of this program. Making Kimilili great.

 #KimililiPeopleFirst",363.0,60.0,3.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0YpT4AhBqk7kPpwEsikDg3mTopxW1sj8pwm22CD14Zr9x8BPNUJxZkNiFKZMnghYLl,"Hon. Dr John Chikati MP Tongaren  requested me to help them get their subsidised fertiliser near them I heard their plea...

#bungoma1",577.0,37.0,3.0,NEU
,https://www.facebook.com/didmusbarasamutua/posts/pfbid02s3PFUtcX5EcsU7ZmSksKzXuCaK6TSbgMosVZiPm2JD5wjWefzEPU4Vavg2zEsNvol,"Namboani Secondary School stands on the brink of a transformative milestone, with 90% completion of four classrooms and an office. This steadfast dedication to education exemplifies our unwavering promise to the community. As the finishing touches are applied, we eagerly anticipate the bright future these new facilities will bring, solidifying our commitment to nurturing young minds.

#Bungoma1",127.0,24.0,0.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0vqZ1FTREFwZkD3okrwqTjX6WxJkDozjAvNhGv7UgGK1y3XbgptSEMYouqomeSMMzl,"A magnificent structure that stands in the suburbs  of kimililì constituency  showing  the beauty of the school.NASIANDA SA PRIMARY SCHOOL is an example of our commitment towards education even in the interior parts of the constituency.

#Bungoma1",713.0,165.0,6.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0XG8f9rP89HdLWKQQ6Az1nFKeJAPDfw5zVSRxAYtTkBVfjF7AkGm21ndrXdbzeqkrl,"I have assured Raila Odinga  that we as Kenya Kwanza  MPs are going to pass a motion of creating the office of the opposition leader to ensure the he can be in a better position to oversight the government.
#Bungoma1",213.0,24.0,1.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0JdsxtCXMGLULTUNhcSkaeAdou9UFsMy4LN7r1XxANHqKqtyMytuxLWLGNbbKBKtJl,"The state of LWANDA SA PRIMARY SCHOOL before and after is a magnificent  step towards betterment of education system  in kimilili constituency,moreover, our sign of commitment towards our manifesto.
#HapaKaziTu",143.0,16.0,14.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid02YcKsmjsbRaniJDqyv7jHei2vCxqST55eDrzD94V57Cfq531WMGSbx35erynsidAEl,"At Makhonge FYM Primary School, we've taken a significant step towards fostering an optimal learning environment. With the construction of eight new classrooms, we prioritize both safety and quality education for our young learners. This expansion reflects our commitment to their bright futures.
#Bungoma1",60.0,9.0,0.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0YXdbDUxYn4yrMvWrAvQx9hgoTtohhjwhuB9rovk8RcPTY8n4eXDKNJa4cgCN9xXxl,"Congratulations Eliud Kipchoge for winning Berlin marathon.

#GOAT",634.0,70.0,3.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid02ExUuQxsZoLiC2HBjsvGSfNGa1kG1imEgpqFWnZXDVTfjNDakeUcSPLmRW5kKUUapl,"My remarks yesterday in Kabuchai and  bumula constituency.

#Bungoma1",434.0,39.0,10.0,NEU
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0SmtKN8VHgHTsd81HqPmjSMPkUNhMyuQ9XoFNeEmcyBdqJUqYqejVJbqbdax529vhl,,60.0,11.0,0.0,
,https://www.facebook.com/didmusbarasamutua/posts/pfbid02vB115vjixABSmH87aihq2tZk2UH3nqsH8K9evBkNMCatfNEKU9uhEHwPKnMh1debl,"After a series of events and interacting with my people. I wrapped up my day in Khasoko Ward, part of Bumula constituency. It was a day filled with meaningful conversations and connections, which reminds me of the importance of listening to the community's hopes and dreams.

#Bungoma1",190.0,31.0,5.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid01JARCbXi551Q3wZZQz589UXtsGUPN1tnNvXkDikE2QDUfmJEGhCMbpVuV1b18iXjl,"I joined Governor Kenneth Makelo Lusaka  and other leaders in honoring the late Mzee Peter Khaemba of Lugulu in Webuye East at his funeral. Mzee Khaemba, a distinguished teacher at Lugulu Primary School, left an indelible mark with his exemplary work, guiding numerous students to succeed and joined various secondary schools nationwide. May his family find comfort, and may his soul rest in eternal peace.",163.0,16.0,1.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid02mJqeqmSnBsxZ9aYgy2seaZviEtHJ3VwXj6TdoC5AnrE67ab8HyR3qEmodQW6yGdal,"Attended the burial of the late Patron Murunga Gilbert in Sichei, Kabuchai constituency to offer condolences and join in prayer to comfort the family during this difficult time of mourning.
May the soul of the deceased rest in peace.",124.0,9.0,0.0,POS
,https://www.facebook.com/didmusbarasamutua/videos/689282389842516/,ATTENDING THE BURIAL MZEE PETER KHAEMBA,74.0,11.0,1.0,NEU
,https://www.facebook.com/events/327261236479577/,,11.0,2.0,0.0,
,https://www.facebook.com/didmusbarasamutua/videos/1364776427801008/,ATTENDING THE BURIAL OF PATRON MURUNGA GILBERT,40.0,1.0,1.0,NEU
,https://www.facebook.com/didmusbarasamutua/videos/299431726025478/,ATTENDING THE BURIAL OF PATRON GILBERT MURUNGA,35.0,6.0,1.0,NEU
,https://www.facebook.com/events/3657797171124609/,,12.0,0.0,0.0,
,https://www.facebook.com/didmusbarasamutua/posts/pfbid02iEpvsRE8wyK7Kybm6BkPwotCXfz9uMvXe8jydtW5dZcAjNj28sSqwr25VVZNgnEXl,"Let's unite, Western Kenya! We're moving forward together as a team. No one gets left behind on this journey, and we're steering clear of divisive politics. Together, we're shaping a future of unity and progress!

#Bungoma1",283.0,23.0,1.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid07MVX7p9nUUnCyaAAiL5JHNviQfNXAsEWDPP6LehEYEjbdfRM4iPKd4youD5AAzuVl,"Today, at Chwele Girls High School, in the company of Speaker Moses Masika Wetang'ula, E.G.H,MP  and Prime Cabinet Secretary Hon Musalia W Mudavadi , we convened for a significant event. The purpose was to contribute funds towards the construction of a modern dining hall. Additionally, a collective decision was made to address Cleo Malalah  for his remarks, which have been labeled as divisive within the Luhya community.
#Bungoma1",212.0,20.0,4.0,NEU
,https://www.facebook.com/didmusbarasamutua/videos/709071871264258/,ATTENDING CHWELE GIRLS HIGH SCHOOL FUNDS DRIVEATTENDING CHWELE GIRLS HIGH SCHOOL FUNDS DRIVE,418.0,12.0,20.0,NEU
,https://www.facebook.com/didmusbarasamutua/videos/334754195725212/,ATTENDING CHWELE GIRLS HIGH SCHOOL FUNDS DRIVE,154.0,13.0,4.0,NEU
,https://www.facebook.com/didmusbarasamutua/videos/1747377165763091/,ATTENDING CHWELE GIRLS HIGH SCHOOL FUNDS DRIVE,170.0,26.0,2.0,NEU
,https://www.facebook.com/events/684061263634789/,,32.0,0.0,0.0,
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0zYNNfLd2CgfvzrGEkmjtPvtvj4wmT3funmKWvjW9wap8XtZbSwMXuoFp7hckoyAal,"Kamukuywa FYM Primary School celebrates a monumental leap forward with the completion of a modern, single-story building housing eight spacious classrooms. This milestone marks the retirement of older, unsafe structures, ensuring a secure and nurturing environment for every student. 
The future holds boundless possibilities for generations of learners who will thrive in this inspiring space.
#Bungoma1",89.0,20.0,5.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0DuS8TfEcS9GRfdxNtvCvcqLS3fwR7qryxuhRHjykyy7HEmJPaPai9cqAmDkSsA3Ql,"The newly constructed Bahai-Kambini road is a game-changer for both agriculture and businesses in the region. Farmers can now transport their produce swiftly and efficiently, reducing post-harvest losses and ensuring fresher goods reach the market.This road serves as a vital artery, fostering economic growth and prosperity for the entire community.
#Bungoma1",67.0,14.0,0.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0p9dyXabkhA6uYY5XEoUUpHFzAuFDFacGinmCwWoUWiPU5PcXbcbQrzVWLHngCMRTl,"Matili Fym Primary School has witnessed remarkable academic progress following the inauguration of its modern one-storey, eight-classroom facility. This development fuels our optimism that Kimilili is on the path to becoming a beacon of educational excellence in the near future.
#Bungoma1",87.0,5.0,0.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/882576863227331,"Hapa kazi tu.

#HapaKaziTu 
#bishop039",188.0,20.0,2.0,NEU
,https://www.facebook.com/didmusbarasamutua/posts/882552923229725,"In a significant stride towards enhancing education, In Makhonge FYM Primary School we constructed  eight new state-of-the-art classrooms. This expansion aims to alleviate past congestion challenges and foster a more conducive learning environment. These modern facilities stand as a testament to our commitment to quality education for all.

#Bungoma1",56.0,7.0,0.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid02geDYFZDFgsZxcytsu1SRe891XVGeYQdM8sGB2pjneXhYZwKVQrJNoEFDkpgEHNBLl,Goodnight watu wangu wa Manchester United😂,1533.0,186.0,1.0,NEU
,https://www.facebook.com/didmusbarasamutua/posts/pfbid09LP5q28h7tohcXUP36cnJKWbd2W9tQ2Yyr8YXifRB5bxQ99iyYfHnuURdpzSiKtDl,"It's about to go down!

Manchester United fans will not believe the outcome.",3205.0,375.0,22.0,NEU
,https://www.facebook.com/didmusbarasamutua/posts/882189039932780,"Kimilili Constituency's NG-CDF has made a significant stride in bolstering the education sector by establishing the sole library in Bungoma County. This milestone achievement stands poised to greatly benefit our students, educators, and researchers alike. The library boasts a cutting-edge ICT section, ensuring seamless access to the internet—a valuable resource for all.
#Bungoma1",85.0,3.0,0.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0c8zCcm9Qcx9avbeMrPeRyZa6s1bFnwSkP4dH7gXZyZuHuT5FXo9NvgLeg7Yw733xl,"The construction of Nasusi-Mwangale-Marofu road has helped sparks economic vitality in the area by connecting communities and streamlining goods transportation, propelling local businesses to thrive.
#Bungoma1",63.0,6.0,2.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0aYbWCYHB4T19eCABuJiiLvVVi3cWaNzS2bnTEUZH82PMfPmqTFxX6uaZiNqiAQY1l,"On behalf of Kimilili Costituency,We extend our heartfelt sympathies to the loved ones of the courageous individuals who tragically lost their lives in the Lamu helicopter crash. We deeply respect their valor in safeguarding Kenya's territorial integrity. Our thoughts and well-wishes go out to the Kenya Defence Forces and everyone impacted by this devastating incident.",251.0,40.0,3.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0VNbUCaPAzSaUjYuFBKsEYeBhgheBaoRE3YxzkoViavyeh2UxhFBNzAPBTprtfoP6l,"We made a promise to Sikhendu Primary School, and  we stand proud to declare its fulfillment. A one-story building, comprising eight classrooms, now stands as a testament to our unwavering commitment to education. This new facility is poised to accommodate a growing student body and provide an environment conducive to learning. 
NG-CDF IS CHANGING LIVES

#Bungoma1",158.0,22.0,1.0,POS
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0XJD1RhiqnUAf6gMVeKAk3FCBhQL826nfb67twXYSjcLFfWUVakDvMWXUTqRL69HDl,"My take on doctors who decline to transfer patients for further treatment due to an outstanding bills at the hospital.

#Bungoma1",306.0,19.0,1.0,NEU
,https://www.facebook.com/didmusbarasamutua/posts/pfbid0gRmW5g57HYjcJ8c1FCov5dMZBZpftQ5FDLTje4f5fNqxETcFgnsnW5hLTijrsqpGl,"Khamulati DEB Primary School has shed its old skin, replacing weathered classrooms with a fresh, modern infrastructure. This project breathes new life into the school, revitalizing the learning environment. The gleaming facilities stand as a symbol of the community's dedication to quality education, setting the stage for generations of inspired learners to flourish.
#bungoma1",118.0,18.0,1.0,POS
,https://www.facebook.com/RailaOdingaKE/posts/887755126044000,"Pleased to welcome the new British High Commissioner to Kenya Neil Wigan. We reflected on the long historical ties between Kenya and the UK. He lauded Kenyans for tenacity in the difficult struggle for democracy and a new constitution. We also touched on devolution, the ongoing bipartisan talks and agreed to renew and strengthen our ties for democracy, stability, trade and investment.",10667.0,1346.0,128.0,POS
,https://www.facebook.com/RailaOdingaKE/posts/pfbid026qgCi2a3m47VmL9Ut3KEscH71zdNEAVqzQuYZ1CJSr3hTxxM89wDbcAEr3SJsghgl,"Once again, Eliud Kipchoge asserts his command and dominance, showcasing his exceptional skill and defending his title by securing victory in the Berlin Marathon for an unparalleled 5th time. Bravo! No Human Is Limited.",86250.0,6693.0,240.0,POS
,https://www.facebook.com/RailaOdingaKE/posts/pfbid02UY74Cc2BCZ6wafJxkHt7EfKcuTN3VcEFfx4jFri18THDn42M946Rf3ADP5sQx9Uwl,"Congratulations, Shujaa! Kenya has become the Rugby Africa Sevens Champions by defeating South Africa 17-12, securing a spot in the 2024 Olympics Games in Paris. Your outstanding performance is commendable, and keep up the great work!",30044.0,1710.0,75.0,POS
,https://www.facebook.com/RailaOdingaKE/posts/pfbid038NaAqn2S29sy97dhWLoCQV7ofRuGxRoRY4MnsdQiy9vakkQsEcSXuEfSc4KtNe7Cl,"It's been a grand disaster, and as Azimio, we've rated the current regime at 30%, equivalent to a D-, for their initial year in office.",10330.0,2475.0,66.0,NEG
,https://www.facebook.com/RailaOdingaKE/posts/pfbid0wJ3MW95idiPxNZvyHTNr8c1V44PJ4iycPgW32d6ZhYjMJwboELQVK5tnQ4o4zP3l,An assessment of the first year of the Kenya Kwanza Regime by Azimio Economic Council ,1253.0,97.0,7.0,NEU
,https://www.facebook.com/RailaOdingaKE/posts/pfbid0bdcJeF82tiHGZWMoAzjDXzvC4fy3EygVCiFLD1fb6rMHsrJaF6U1vaUF1b3krewnl,Azimio Leadership Press Briefing https://youtube.com/live/qXv8z3bwFyw?si=EMUyvhF1ooFxRJfl v,1504.0,129.0,9.0,NEU
,https://www.facebook.com/RailaOdingaKE/posts/pfbid0e354V3vERFsBCC7b6y13SnULewWmfRMRRT7mfLaHpV2gLNj4s2RM434faB9EzZkEl,"Had a highly productive meeting with Azimio Governors from the Lake Region Economic Block, evaluating the remarkable progress in devolution over the past decade. More needs to be done to ensure the future of devolution is firmly secured.",6241.0,705.0,24.0,POS
,https://www.facebook.com/RailaOdingaKE/posts/pfbid02vdeX49FdduffB57Ldr9iZnYAfPeEeBQQCeSsBj3qxk18CvMYD5eTrWd4j1NWjv7il,"It was a great afternoon at the fundraiser for Omobera SDA Primary School in Kisii County. Now, more than ever, free university education, a core Azimio vision, is crucial for our nation. It's unacceptable that university education is now being made less accessible for ordinary citizens.",4548.0,385.0,34.0,POS
,https://www.facebook.com/RailaOdingaKE/videos/252820227721200/,Fundraiser at Omobera SDA Primary School.,2556.0,238.0,25.0,NEU
,https://www.facebook.com/RailaOdingaKE/videos/1284439572261127/,Fundraiser at Omobera SDA Primary School.,1734.0,110.0,20.0,NEU
,https://www.facebook.com/RailaOdingaKE/videos/286921734050562/,Join us live for our Meet and Greet event at Mogonga in Kisii County.,1419.0,90.0,29.0,NEU
,https://www.facebook.com/RailaOdingaKE/videos/327529249835961/,Sunday Service at Ichuni Parish Catholic Church.,3100.0,269.0,36.0,NEU
,https://www.facebook.com/RailaOdingaKE/posts/pfbid02yBr1XARoS7KFFp8p28nzcykhy7NrEvDckGt3XfidnQXnHVUEP6kBn4LKSGY6xnSXl,We started today's events with a brief meet and greet session at Magena Market before heading to Ichuni Parish Catholic Church in Kisii County for Sunday Service.,7155.0,566.0,38.0,NEU
,https://www.facebook.com/RailaOdingaKE/videos/693680222194997/,Join us live for our Meet and Greet event at Magena Market in Kisii County.,4122.0,595.0,70.0,NEU
,https://www.facebook.com/RailaOdingaKE/posts/pfbid0JeKGymuM93FCDQ1jg96ufUrvKwfhBP3yck3uUwKB6kiDoQzv88gf4pas3xpN7D7Tl,"Migori warmly welcomed the Azimio team today. We stressed party loyalty and reiterated that we remain aware of the high cost of living that was the driving force behind maandamno. Devolution must not face sabotage, and we advocate for a 35% share of revenue for counties.",7335.0,675.0,59.0,POS
,https://www.facebook.com/RailaOdingaKE/videos/682160006797264/,Join us live from our Meet and Greet event at Migori Town's Bus Park!,2296.0,200.0,33.0,NEU
,https://www.facebook.com/RailaOdingaKE/posts/pfbid0jLpoEAm8ZkzKFE61LAm5sTGvAkxnWhVwXqr5dDbVbMYMEzXC8kCSLcR7UNvVzYcFl,"Fantastic discussion at Migori Leaders' Forum! Grateful for this county's energetic role in maandamano. Our party members in direct talks with our opponents are traitors. Let them use the proper channels. Development comes via structured processes, not dished out at statehouse.",3913.0,526.0,21.0,POS
,https://www.facebook.com/RailaOdingaKE/videos/834359811462501/,Join us live from our Meet and Greet event at Migori Town's Bus Park!,2991.0,423.0,43.0,NEU
,https://www.facebook.com/RailaOdingaKE/videos/1482593289259484/,Join us live for the Migori County Leaders' Engagement Forum.,1110.0,107.0,16.0,NEU
,https://www.facebook.com/RailaOdingaKE/posts/pfbid01BwNP3WZ9r7H3enAKk9AmCv9yZRAAntKCFyU221TZTHdaMGqf1V2EBwFMD5FinZLl,"Great catching up with John Kerry, the former US Secretary of State and currently President Joe Biden's Special Envoy for Climate, as well as Akinwumi Adesina, the President of the African Development Bank, on the sidelines of the Africa Climate Summit at KICC.",13462.0,1235.0,96.0,POS
,https://www.facebook.com/RailaOdingaKE/posts/pfbid0quRTjheommQwTXvCv16FNeuMwLPfjd4bV2SZijkpXHEP2qa6VgZ47i4fg3ipmjhWl,We wrapped up our day in Narok County with a fantastic meet-and-greet session to say hi to the wonderful people of Narok Town.,8997.0,679.0,44.0,POS
,https://www.facebook.com/RailaOdingaKE/posts/pfbid02HgHn8apoTRTQ8z7vLYUsP5t9YwWUNmgCbRfM3ppcnA7FjJq5YMJ59Ljmnh7DTpdMl,"Spent a wonderful afternoon in Narok County, we thank the people for their warmth and resolute stand.",5887.0,403.0,32.0,POS
,https://www.facebook.com/RailaOdingaKE/videos/582944963837696/,"Meet and greet, Narok.",2441.0,295.0,50.0,NEU
,https://www.facebook.com/RailaOdingaKE/videos/668159468316374/,"Prayer Service and thanksgiving in Narok town, Narok County.",4195.0,397.0,66.0,NEU
,https://www.facebook.com/RailaOdingaKE/posts/pfbid038GEne2FWB2P4VzuKHjo7FsWcR9iFSDyg1tAHCim4mbG82NAMU1HNAF69Uy8W9Drel,Mary Moraa takes one giant leap for Kenya. Bravo!,9407.0,497.0,37.0,POS
,https://www.facebook.com/RailaOdingaKE/posts/pfbid02pYMRgWgiMw6b6DdTCx9R7TZhFV195KDaXAYPneBzAvYkpNCs7WQ2vt1xTmtqwLN8l,"Congratulations to Faith Kipyegon for her stunning 1500m/5000m double victory in Budapest. In 2023, she's broken three world records and secured two world titles, putting 🇰🇪 firmly on the map and solidifying her place in the record books as one of the greatest athletes ever. A historic year indeed!",79500.0,6588.0,216.0,POS
,https://www.facebook.com/RailaOdingaKE/posts/pfbid02sKf25rRqZWFLnNv9vzgnZKeDLCJqSckxCoxgcvJuo58N774ytwSw3CmB9iviDSwBl,We wound up our day in Kajiado County with a meet and greet session to say hi to Kitengela massive!,8951.0,610.0,50.0,NEU
,https://www.facebook.com/RailaOdingaKE/posts/pfbid0oqWXRAxGRN65YmQnSVxSMpguzQQocx5D4M4RRUTvF94ivKw15prNBBKQaiKdkGDwl,"We had the privilege of spending the afternoon with fellow faithful at the Annual Conference hosted by the Inter-Ministries Union of Kajiado County, which was held at Enkasiti Primary School.",4547.0,167.0,22.0,POS
